采集日期,采集时间,设备ID,段落序号,向下镜头视频链接,向前镜头视频链接,session_id,filesize,原始上送时长,任务描述,无效时长,算法端可接受时长,审批人,审批状态,时间标注信息,无效片段标记时长,有效片段标记时长,无效片段标记原因,NOTE,操作员姿态,头部移动,向下摄像头手部位置,向前摄像头手部位置,has_tool_use,has_tool_use_significant,其余数据标签,LET PT,Unnamed: 27,肇庆审核
2026-02-19,15:41:12,082c,0,http://localhost:8082/faster?path=082c/session_20260219_074112_985894/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_074112_985894/segments/082c-front_sbs_0000.mp4,session_20260219_074112_985894,622.16 MB,5.2,整理鞋柜,5.2,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 312.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 312.0}]",5.20,0.0,手未露全(5.20),手未露全,,,,,,,,,,
2026-02-19,15:49:01,082c,0,http://localhost:8082/faster?path=082c/session_20260219_074901_135630/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_074901_135630/segments/082c-front_sbs_0000.mp4,session_20260219_074901_135630,831.67 MB,6.9,整理鞋柜,6.9,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 414.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 414.0}]",6.90,0.0,手出画面(6.90),手出画面,,,,,,,,,,
2026-02-19,15:57:02,082c,0,http://localhost:8082/faster?path=082c/session_20260219_075702_184976/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_075702_184976/segments/082c-front_sbs_0000.mp4,session_20260219_075702_184976,777.23 MB,6.5,整理鞋柜,6.5,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 390.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 390.0}]",6.50,0.0,手部出画(6.50),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-19,16:04:51,082c,0,http://localhost:8082/faster?path=082c/session_20260219_080451_191977/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_080451_191977/segments/082c-front_sbs_0000.mp4,session_20260219_080451_191977,1202.40 MB,10.0,整理鞋柜,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手部出画(10.00),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-19,16:04:51,082c,1,http://localhost:8082/faster?path=082c/session_20260219_080451_191977/segments/082c-down_sbs_0001.mp4,http://localhost:8082/faster?path=082c/session_20260219_080451_191977/segments/082c-front_sbs_0001.mp4,session_20260219_080451_191977,70.92 MB,0.6,整理鞋柜,0.6,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 36.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 36.0}]",0.60,0.0,手部出画(0.60),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-19,16:17:04,082c,0,http://localhost:8082/faster?path=082c/session_20260219_081704_784712/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_081704_784712/segments/082c-front_sbs_0000.mp4,session_20260219_081704_784712,1202.39 MB,10.0,整理鞋柜,10.0,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手未露全(10.00),手未露全,,,,,,,,,,
2026-02-19,16:29:28,082c,0,http://localhost:8082/faster?path=082c/session_20260219_082928_539280/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_082928_539280/segments/082c-front_sbs_0000.mp4,session_20260219_082928_539280,1035.57 MB,8.6,整理鞋柜,8.6,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 516.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 516.0}]",8.60,0.0,手出画面(8.60),手出画面,,,,,,,,,,
2026-02-19,16:39:30,082c,0,http://localhost:8082/faster?path=082c/session_20260219_083930_865721/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_083930_865721/segments/082c-front_sbs_0000.mp4,session_20260219_083930_865721,1178.45 MB,9.8,整理鞋柜,9.8,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 588.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 588.0}]",9.80,0.0,手未露全(9.80),手未露全,,,,,,,,,,
2026-02-19,16:52:01,082c,0,http://localhost:8082/faster?path=082c/session_20260219_085201_662761/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_085201_662761/segments/082c-front_sbs_0000.mp4,session_20260219_085201_662761,1202.43 MB,10.0,整理鞋柜,10.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手部频繁出框(10.00),手部频繁出框,,,,,,,,,,
2026-02-19,16:52:01,082c,1,http://localhost:8082/faster?path=082c/session_20260219_085201_662761/segments/082c-down_sbs_0001.mp4,http://localhost:8082/faster?path=082c/session_20260219_085201_662761/segments/082c-front_sbs_0001.mp4,session_20260219_085201_662761,127.41 MB,1.1,整理鞋柜,1.1,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 66.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 66.0}]",1.10,0.0,手部出画(1.10),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-19,17:18:47,082c,0,http://localhost:8082/faster?path=082c/session_20260219_091847_283686/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_091847_283686/segments/082c-front_sbs_0000.mp4,session_20260219_091847_283686,1137.91 MB,9.5,整理鞋柜,9.5,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 570.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 570.0}]",9.50,0.0,手未露全(9.50),手未露全,,,,,,,,,,
2026-02-19,17:30:58,082c,0,http://localhost:8082/faster?path=082c/session_20260219_093058_986072/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_093058_986072/segments/082c-front_sbs_0000.mp4,session_20260219_093058_986072,965.58 MB,8.0,整理鞋柜,8.0,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 480.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 480.0}]",8.00,0.0,手部出画(8.00),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-19,17:40:05,082c,0,http://localhost:8082/faster?path=082c/session_20260219_094005_890778/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_094005_890778/segments/082c-front_sbs_0000.mp4,session_20260219_094005_890778,1013.63 MB,8.4,整理鞋柜,8.4,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 504.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 504.0}]",8.40,0.0,手部出画(8.40),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-19,17:49:53,082c,0,http://localhost:8082/faster?path=082c/session_20260219_094953_122729/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_094953_122729/segments/082c-front_sbs_0000.mp4,session_20260219_094953_122729,1077.12 MB,9.0,整理鞋柜,9.0,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 540.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 540.0}]",9.00,0.0,手未露全(9.00),手未露全,,,,,,,,,,
2026-02-19,17:59:41,082c,0,http://localhost:8082/faster?path=082c/session_20260219_095941_510667/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_095941_510667/segments/082c-front_sbs_0000.mp4,session_20260219_095941_510667,1116.17 MB,9.3,整理鞋柜,9.3,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 558.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 558.0}]",9.30,0.0,手部频繁出框(9.30),手部频繁出框,,,,,,,,,,
2026-02-19,18:09:48,082c,0,http://localhost:8082/faster?path=082c/session_20260219_100948_384820/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_100948_384820/segments/082c-front_sbs_0000.mp4,session_20260219_100948_384820,962.86 MB,8.0,整理鞋柜,8.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 480.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 480.0}]",8.00,0.0,手部频繁出框(8.00),手部频繁出框,,,,,,,,,,
2026-02-19,18:55:44,082c,0,http://localhost:8082/faster?path=082c/session_20260219_105544_209773/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_105544_209773/segments/082c-front_sbs_0000.mp4,session_20260219_105544_209773,1199.03 MB,10.0,整理碗筷,10.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""多只手"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,多只手(10.00),多只手,,,,,,,,,,
2026-02-19,19:07:17,082c,0,http://localhost:8082/faster?path=082c/session_20260219_110717_709995/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_110717_709995/segments/082c-front_sbs_0000.mp4,session_20260219_110717_709995,1202.41 MB,10.0,整理碗筷,10.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手部频繁出框(10.00),手部频繁出框,,,,,,,,,,
2026-02-19,19:28:10,082c,0,http://localhost:8082/faster?path=082c/session_20260219_112810_191791/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_112810_191791/segments/082c-front_sbs_0000.mp4,session_20260219_112810_191791,869.49 MB,7.2,整理碗筷,7.2,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 432.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 432.0}]",7.20,0.0,手部频繁出框(7.20),手部频繁出框,,,,,,,,,,
2026-02-19,19:38:52,082c,0,http://localhost:8082/faster?path=082c/session_20260219_113852_365655/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_113852_365655/segments/082c-front_sbs_0000.mp4,session_20260219_113852_365655,1039.44 MB,8.7,整理碗筷,8.7,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 522.0, ""name"": ""手部频繁出画面"", ""type"": ""invalid"", ""duration"": 522.0}]",8.70,0.0,手部频繁出画面(8.70),手部频繁出画面,,,,,,,,,,
2026-02-19,19:49:16,082c,0,http://localhost:8082/faster?path=082c/session_20260219_114916_119435/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_114916_119435/segments/082c-front_sbs_0000.mp4,session_20260219_114916_119435,976.16 MB,8.1,整理碗筷,8.1,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 486.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 486.0}]",8.10,0.0,手出画面(8.10),手出画面,,,,,,,,,,
2026-02-19,20:21:13,082c,0,http://localhost:8082/faster?path=082c/session_20260219_122113_329493/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_122113_329493/segments/082c-front_sbs_0000.mp4,session_20260219_122113_329493,872.91 MB,7.3,整理碗筷,7.3,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 438.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 438.0}]",7.30,0.0,手部频繁出框(7.30),手部频繁出框,,,,,,,,,,
2026-02-19,20:32:21,082c,0,http://localhost:8082/faster?path=082c/session_20260219_123221_529140/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_123221_529140/segments/082c-front_sbs_0000.mp4,session_20260219_123221_529140,826.86 MB,6.9,整理碗筷,6.9,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 414.0, ""name"": ""手部频繁出画面"", ""type"": ""invalid"", ""duration"": 414.0}]",6.90,0.0,手部频繁出画面(6.90),手部频繁出画面,,,,,,,,,,
2026-02-19,20:44:21,082c,0,http://localhost:8082/faster?path=082c/session_20260219_124421_255695/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_124421_255695/segments/082c-front_sbs_0000.mp4,session_20260219_124421_255695,821.50 MB,6.8,整理碗筷,6.8,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 408.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 408.0}]",6.80,0.0,手未露全(6.80),手未露全,,,,,,,,,,
2026-02-19,20:54:11,082c,0,http://localhost:8082/faster?path=082c/session_20260219_125411_422370/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_125411_422370/segments/082c-front_sbs_0000.mp4,session_20260219_125411_422370,958.08 MB,8.0,整理碗筷,8.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 480.0, ""name"": ""手部频繁出画面"", ""type"": ""invalid"", ""duration"": 480.0}]",8.00,0.0,手部频繁出画面(8.00),手部频繁出画面,,,,,,,,,,
2026-02-19,21:05:04,082c,0,http://localhost:8082/faster?path=082c/session_20260219_130504_234268/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_130504_234268/segments/082c-front_sbs_0000.mp4,session_20260219_130504_234268,997.04 MB,8.3,整理碗筷,8.3,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 498.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 498.0}]",8.30,0.0,手出画面(8.30),手出画面,,,,,,,,,,
2026-02-19,21:18:07,082c,0,http://localhost:8082/faster?path=082c/session_20260219_131807_108428/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_131807_108428/segments/082c-front_sbs_0000.mp4,session_20260219_131807_108428,844.35 MB,7.0,整理碗筷,7.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 420.0, ""name"": ""手部频繁出画面"", ""type"": ""invalid"", ""duration"": 420.0}]",7.00,0.0,手部频繁出画面(7.00),手部频繁出画面,,,,,,,,,,
2026-02-19,21:27:13,082c,0,http://localhost:8082/faster?path=082c/session_20260219_132713_262229/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260219_132713_262229/segments/082c-front_sbs_0000.mp4,session_20260219_132713_262229,796.43 MB,6.6,整理碗筷,6.6,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 396.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 396.0}]",6.60,0.0,手出画面(6.60),手出画面,,,,,,,,,,
2026-02-19,14:27:08,1af8,0,http://localhost:8082/faster?path=1af8/session_20260219_062708_113106/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260219_062708_113106/segments/1af8-front_sbs_0000.mp4,session_20260219_062708_113106,1202.33 MB,10.0,整理洗漱用品,10.0,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手出画面(10.00),手出画面,,,,,,,,,,
2026-02-19,16:03:55,1af8,0,http://localhost:8082/faster?path=1af8/session_20260219_080355_457624/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260219_080355_457624/segments/1af8-front_sbs_0000.mp4,session_20260219_080355_457624,1202.43 MB,10.0,整理洗漱用品,10.0,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手出画面(10.00),手出画面,,,,,,,,,,
2026-02-19,16:55:52,1af8,0,http://localhost:8082/faster?path=1af8/session_20260219_085552_508271/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260219_085552_508271/segments/1af8-front_sbs_0000.mp4,session_20260219_085552_508271,1202.40 MB,10.0,整理洗漱用品,10.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手部频繁出框(10.00),手部频繁出框,,,,,,,,,,
2026-02-19,16:55:52,1af8,2,http://localhost:8082/faster?path=1af8/session_20260219_085552_508271/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260219_085552_508271/segments/1af8-front_sbs_0002.mp4,session_20260219_085552_508271,165.41 MB,1.4,整理洗漱用品,1.4,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 84.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 84.0}]",1.40,0.0,手部出画(1.40),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-19,09:47:29,4f53,0,http://localhost:8082/faster?path=4f53/session_20260219_014729_496110/segments/4f53-down_sbs_0000.mp4,http://localhost:8082/faster?path=4f53/session_20260219_014729_496110/segments/4f53-front_sbs_0000.mp4,session_20260219_014729_496110,1202.35 MB,10.0,分拣乐高/积木零件,10.0,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""工作时刷视频"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,工作时刷视频(10.00),工作时刷视频,,,,,,,,,,
2026-02-19,10:30:29,4f53,1,http://localhost:8082/faster?path=4f53/session_20260219_023029_697808/segments/4f53-down_sbs_0001.mp4,http://localhost:8082/faster?path=4f53/session_20260219_023029_697808/segments/4f53-front_sbs_0001.mp4,session_20260219_023029_697808,895.22 MB,7.5,分拣乐高/积木零件,7.5,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 450.0, ""name"": ""工作时刷视频"", ""type"": ""invalid"", ""duration"": 450.0}]",7.50,0.0,工作时刷视频(7.50),工作时刷视频,,,,,,,,,,
2026-02-19,13:55:07,4f53,1,http://localhost:8082/faster?path=4f53/session_20260219_055507_874159/segments/4f53-down_sbs_0001.mp4,http://localhost:8082/faster?path=4f53/session_20260219_055507_874159/segments/4f53-front_sbs_0001.mp4,session_20260219_055507_874159,1200.21 MB,10.0,分拣乐高/积木零件,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""做与任务无关的事 单手操作"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,做与任务无关的事 单手操作(10.00),做与任务无关的事 单手操作,坐姿,头部自然移动,手部位置居中,,,,,,,
2026-02-19,13:55:07,4f53,2,http://localhost:8082/faster?path=4f53/session_20260219_055507_874159/segments/4f53-down_sbs_0002.mp4,http://localhost:8082/faster?path=4f53/session_20260219_055507_874159/segments/4f53-front_sbs_0002.mp4,session_20260219_055507_874159,125.97 MB,1.0,分拣乐高/积木零件,1.0,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 60.0, ""name"": ""工作时刷视频"", ""type"": ""invalid"", ""duration"": 60.0}]",1.00,0.0,工作时刷视频(1.00),工作时刷视频,,,,,,,,,,
2026-02-19,14:16:40,4f53,1,http://localhost:8082/faster?path=4f53/session_20260219_061640_185882/segments/4f53-down_sbs_0001.mp4,http://localhost:8082/faster?path=4f53/session_20260219_061640_185882/segments/4f53-front_sbs_0001.mp4,session_20260219_061640_185882,1200.20 MB,10.0,分拣乐高/积木零件,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""做与任务无关的事"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,做与任务无关的事(10.00),做与任务无关的事,坐姿,头部自然移动,手部位置居中,,,,,,,
2026-02-19,14:39:29,4f53,1,http://localhost:8082/faster?path=4f53/session_20260219_063929_300710/segments/4f53-down_sbs_0001.mp4,http://localhost:8082/faster?path=4f53/session_20260219_063929_300710/segments/4f53-front_sbs_0001.mp4,session_20260219_063929_300710,1200.38 MB,10.0,分拣乐高/积木零件,10.0,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手未露全(10.00),手未露全,,,,,,,,,,
2026-02-19,15:01:19,4f53,1,http://localhost:8082/faster?path=4f53/session_20260219_070119_453816/segments/4f53-down_sbs_0001.mp4,http://localhost:8082/faster?path=4f53/session_20260219_070119_453816/segments/4f53-front_sbs_0001.mp4,session_20260219_070119_453816,1200.41 MB,10.0,分拣乐高/积木零件,10.0,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""工作时刷视频"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,工作时刷视频(10.00),工作时刷视频,,,,,,,,,,
2026-02-19,15:21:56,4f53,2,http://localhost:8082/faster?path=4f53/session_20260219_072156_548722/segments/4f53-down_sbs_0002.mp4,http://localhost:8082/faster?path=4f53/session_20260219_072156_548722/segments/4f53-front_sbs_0002.mp4,session_20260219_072156_548722,94.69 MB,0.8,分拣乐高/积木零件,0.8,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 48.0, ""name"": ""工作有效时长过短"", ""type"": ""invalid"", ""duration"": 48.0}]",0.80,0.0,工作有效时长过短(0.80),工作时间较短,,,,,,,,,,
2026-02-20,11:38:25,082c,0,http://localhost:8082/faster?path=082c/session_20260220_033825_819150/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_033825_819150/segments/082c-front_sbs_0000.mp4,session_20260220_033825_819150,722.42 MB,6.0,整理碗筷,6.0,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 360.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 360.0}]",6.00,0.0,手部频繁出框(6.00),手部频繁出框,,,,,,,,,,
2026-02-20,11:46:35,082c,0,http://localhost:8082/faster?path=082c/session_20260220_034635_938928/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_034635_938928/segments/082c-front_sbs_0000.mp4,session_20260220_034635_938928,667.61 MB,5.6,整理碗筷,5.6,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 336.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 336.0}]",5.60,0.0,手部出画(5.60),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-20,11:53:36,082c,0,http://localhost:8082/faster?path=082c/session_20260220_035336_554274/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_035336_554274/segments/082c-front_sbs_0000.mp4,session_20260220_035336_554274,686.34 MB,5.7,整理碗筷,5.7,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 342.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 342.0}]",5.70,0.0,手部频繁出框(5.70),手部频繁出框,,,,,,,,,,
2026-02-20,12:02:45,082c,0,http://localhost:8082/faster?path=082c/session_20260220_040245_947153/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_040245_947153/segments/082c-front_sbs_0000.mp4,session_20260220_040245_947153,745.79 MB,6.2,整理碗筷,6.2,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 372.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 372.0}]",6.20,0.0,手出画面(6.20),手出画面,,,,,,,,,,
2026-02-20,12:10:43,082c,0,http://localhost:8082/faster?path=082c/session_20260220_041043_764568/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_041043_764568/segments/082c-front_sbs_0000.mp4,session_20260220_041043_764568,793.60 MB,6.6,整理碗筷,6.6,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 396.0, ""name"": ""手部频繁出框"", ""type"": ""invalid"", ""duration"": 396.0}]",6.60,0.0,手部频繁出框(6.60),手部频繁出框,,,,,,,,,,
2026-02-20,12:24:38,082c,0,http://localhost:8082/faster?path=082c/session_20260220_042438_672545/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_042438_672545/segments/082c-front_sbs_0000.mp4,session_20260220_042438_672545,813.22 MB,6.8,整理碗筷,6.8,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 408.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 408.0}]",6.80,0.0,手未露全(6.80),手未露全,,,,,,,,,,
2026-02-20,12:35:45,082c,0,http://localhost:8082/faster?path=082c/session_20260220_043545_838110/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_043545_838110/segments/082c-front_sbs_0000.mp4,session_20260220_043545_838110,763.45 MB,6.4,整理碗筷,6.4,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 384.0, ""name"": ""手部频繁出画面"", ""type"": ""invalid"", ""duration"": 384.0}]",6.40,0.0,手部频繁出画面(6.40),手部频繁出画面,,,,,,,,,,
2026-02-20,12:43:53,082c,0,http://localhost:8082/faster?path=082c/session_20260220_044353_274115/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_044353_274115/segments/082c-front_sbs_0000.mp4,session_20260220_044353_274115,795.04 MB,6.6,整理碗筷,6.6,0.0,王炜龙,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 396.0, ""name"": ""手未露全"", ""type"": ""invalid"", ""duration"": 396.0}]",6.60,0.0,手未露全(6.60),手未露全,,,,,,,,,,
2026-02-20,12:55:23,082c,0,http://localhost:8082/faster?path=082c/session_20260220_045523_814932/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_045523_814932/segments/082c-front_sbs_0000.mp4,session_20260220_045523_814932,774.80 MB,6.5,整理碗筷,6.5,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 390.0, ""name"": ""手部出画 画面中有多只手"", ""type"": ""invalid"", ""duration"": 390.0}]",6.50,0.0,手部出画 画面中有多只手(6.50),手部出画 画面中有多只手,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-20,14:15:11,082c,0,http://localhost:8082/faster?path=082c/session_20260220_061511_995740/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260220_061511_995740/segments/082c-front_sbs_0000.mp4,session_20260220_061511_995740,892.05 MB,7.4,整理碗筷,7.4,0.0,张浩春,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 444.0, ""name"": ""手出画面"", ""type"": ""invalid"", ""duration"": 444.0}]",7.40,0.0,手出画面(7.40),手出画面,,,,,,,,,,
